language,metric,mean,se,ci95_low,ci95_high,n
english,response_avg_logp,-0.6328828315181388,0.01961701811354565,-0.6713321870206883,-0.5944334760155894,80
english,response_avg_logp_per_char,-0.1153205640929909,0.004048676925232918,-0.1232559708664474,-0.10738515731953438,80
english,response_perplexity,1.92291260671012,0.03545399657716842,1.85342277341887,1.9924024400013702,79
english,response_avg_logit_gap,4.7174795996845456,0.11265060065700294,4.49668442239682,4.938274776972271,80
german,response_avg_logp,-0.6562937052006659,0.020148484254380407,-0.6957847343392515,-0.6168026760620803,80
german,response_avg_logp_per_char,-0.13356203219683024,0.006407558798373015,-0.14612084744164136,-0.12100321695201913,80
german,response_perplexity,1.9602674379944802,0.04271454339540133,1.8765469329394937,2.043987943049467,80
german,response_avg_logit_gap,4.702918660894213,0.09328045555115327,4.520088968013952,4.885748353774473,80
french,response_avg_logp,-0.646887781162253,0.017075155241063088,-0.6803550854347367,-0.6134204768897693,80
french,response_avg_logp_per_char,-0.13835408264284493,0.004849674423909281,-0.1478594445137071,-0.12884872077198276,80
french,response_perplexity,1.9318385526537896,0.03343811903332754,1.8662998393484675,1.9973772659591116,80
french,response_avg_logit_gap,4.7931480168779235,0.09980460252169626,4.597530995935399,4.988765037820448,80
spanish,response_avg_logp,-0.6357374988748921,0.016477330241325677,-0.6680330661478904,-0.6034419316018937,80
spanish,response_avg_logp_per_char,-0.11739295234937241,0.0045397305745898675,-0.12629082427556856,-0.10849508042317628,80
spanish,response_perplexity,1.909216459095478,0.03274995685719867,1.8450265436553688,1.9734063745355874,80
spanish,response_avg_logit_gap,4.874173170281273,0.09190711428658578,4.694035226279565,5.0543111142829815,80
polish,response_avg_logp,-0.6795495578035539,0.018621343160994615,-0.7160473903991033,-0.6430517252080045,80
polish,response_avg_logp_per_char,-0.14633888566172487,0.00859869821351805,-0.16319233416022025,-0.1294854371632295,80
polish,response_perplexity,2.0006282731890677,0.0383033937460414,1.9255536214468265,2.075702924931309,80
polish,response_avg_logit_gap,4.695273212251331,0.09385116304780425,4.511324932677635,4.879221491825028,80
danish,response_avg_logp,-0.6352603406586048,0.01712138025180156,-0.6688182459521359,-0.6017024353650737,80
danish,response_avg_logp_per_char,-0.12056424037390634,0.004493426645026741,-0.12937135659815874,-0.11175712414965393,80
danish,response_perplexity,1.910056196153164,0.034070079819219064,1.8432788397074946,1.9768335525988332,80
danish,response_avg_logit_gap,4.810336821006738,0.09714166423869461,4.619939159098896,5.000734482914579,80
turkish,response_avg_logp,-0.8387031452201956,0.024874476697738374,-0.8874571195477629,-0.7899491708926284,80
turkish,response_avg_logp_per_char,-0.24677290272590896,0.011767739631446459,-0.269837672403544,-0.22370813304827392,80
turkish,response_perplexity,2.4011858227925424,0.048654592414565184,2.3058228216599947,2.49654882392509,78
turkish,response_avg_logit_gap,3.7749619898760685,0.10317730309200623,3.572734475815736,3.9771895039364007,80
